latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
35.09558,-79.15473,314.73,1.11,1.05,2023-12-07,1900,A,71,6.1NRT,286.83,15.53,D
35.04688,-80.02905,327.3,1.04,1.02,2023-12-07,1900,A,85,6.1NRT,287.22,29.29,D
35.04539,-80.04028,325.26,1.04,1.02,2023-12-07,1900,A,84,6.1NRT,286.41,26.65,D
33.95559,-86.74186,309.11,1.6,1.25,2023-12-07,1900,A,68,6.1NRT,285.97,20.32,D
33.95234,-86.7587,331.89,1.6,1.25,2023-12-07,1900,A,88,6.1NRT,288.34,65.68,D
35.147,-79.3294,302.39,1.1,1.04,2023-12-07,1900,A,34,6.1NRT,283.5,6.77,D
35.1455,-79.34121,327.14,1.09,1.04,2023-12-07,1900,A,85,6.1NRT,284.77,30.92,D
35.144,-79.35301,308.02,1.09,1.04,2023-12-07,1900,A,66,6.1NRT,284.67,10.81,D
34.33757,-85.01363,314.53,1.26,1.12,2023-12-07,1900,A,75,6.1NRT,286.15,19.72,D
34.33522,-85.02681,313.22,1.26,1.12,2023-12-07,1900,A,73,6.1NRT,286.97,18.19,D
34.34734,-85.01616,307.19,1.26,1.12,2023-12-07,1900,A,39,6.1NRT,285.49,11.06,D
35.13975,-80.22556,300.14,1.03,1.02,2023-12-07,1900,A,14,6.1NRT,285.94,4.46,D
32.78925,-92.68694,304.91,4.14,1.88,2023-12-07,1900,A,60,6.1NRT,282.3,65.67,D
35.15024,-80.2162,316.74,1.03,1.02,2023-12-07,1900,A,77,6.1NRT,285.18,16.74,D
35.14874,-80.22736,344.95,1.03,1.02,2023-12-07,1900,A,94,6.1NRT,287.23,56.12,D
32.79376,-92.6966,304.94,4.14,1.88,2023-12-07,1900,A,60,6.1NRT,280.67,65.87,D
35.18005,-81.39059,302.48,1,1,2023-12-07,1900,A,52,6.1NRT,285.08,6.44,D
35.56997,-78.72048,301.35,1.17,1.08,2023-12-07,1900,A,46,6.1NRT,284.85,6.94,D
34.13408,-88.18747,301.22,1.95,1.36,2023-12-07,1900,A,45,6.1NRT,279.03,17.35,D
35.52718,-81.93159,303.18,1,1,2023-12-07,1900,A,55,6.1NRT,283.59,6.81,D
35.52559,-81.94243,314.83,1,1,2023-12-07,1900,A,75,6.1NRT,285.27,14.89,D
34.22939,-89.39281,302.1,2.32,1.47,2023-12-07,1900,A,44,6.1NRT,273.62,23.36,D
34.23916,-89.40066,313.36,2.32,1.47,2023-12-07,1900,A,74,6.1NRT,274.03,51.6,D
34.34322,-89.84594,306.79,2.47,1.51,2023-12-07,1902,A,64,6.1NRT,271.95,38.73,D
37.01656,-77.88757,314.49,1.33,1.14,2023-12-07,1902,A,75,6.1NRT,284.01,22.89,D
36.60786,-87.52295,308.05,1.56,1.23,2023-12-07,1902,A,66,6.1NRT,287.21,17.71,D
36.8063,-89.16651,307.62,1.94,1.36,2023-12-07,1902,A,50,6.1NRT,287.45,22.92,D
37.04261,-89.58897,302.39,2.03,1.39,2023-12-07,1902,A,52,6.1NRT,286.11,16.27,D
38.89558,-87.62337,306.27,1.42,1.18,2023-12-07,1902,A,63,6.1NRT,286.45,13.79,D
38.89253,-87.63918,302.99,1.42,1.18,2023-12-07,1902,A,54,6.1NRT,286.34,10.51,D
40.75161,-81.43758,302.66,1.05,1.03,2023-12-07,1902,A,53,6.1NRT,280.42,8.44,D
39.96761,-86.83535,300.33,1.24,1.11,2023-12-07,1902,A,35,6.1NRT,281.55,7.78,D
40.75227,-86.39182,315.49,1.16,1.07,2023-12-07,1902,A,76,6.1NRT,282.86,19.88,D
41.35963,-84.92233,302.88,1.03,1.02,2023-12-07,1902,A,54,6.1NRT,282.44,8.04,D
40.85651,-94.24928,322.53,3.05,1.66,2023-12-07,1902,A,82,6.1NRT,288.48,101.81,D
40.86493,-94.21956,302.57,3.03,1.66,2023-12-07,1902,A,53,6.1NRT,287.54,28.34,D
40.85643,-94.25348,318.99,3.05,1.66,2023-12-07,1902,A,79,6.1NRT,288.45,89.66,D
43.14269,-93.65872,308.73,2.42,1.5,2023-12-07,1904,A,68,6.1NRT,286.75,34.98,D
43.13609,-93.68674,356.81,2.43,1.5,2023-12-07,1904,A,98,6.1NRT,290.32,289.36,D
43.1445,-93.69783,310.64,2.43,1.5,2023-12-07,1904,A,70,6.1NRT,287.32,39.51,D
45.72108,-98.44401,303.49,3.64,1.79,2023-12-07,1904,A,56,6.1NRT,284.83,43.03,D
45.70928,-98.48724,301.16,3.66,1.79,2023-12-07,1904,A,39,6.1NRT,284.48,35.03,D
45.72964,-98.45106,303.6,3.64,1.79,2023-12-07,1904,A,53,6.1NRT,284.14,47.17,D
46.28447,-97.66525,314.29,3.18,1.69,2023-12-07,1904,A,75,6.1NRT,284.24,80.05,D
46.2828,-97.66802,313.72,3.18,1.69,2023-12-07,1904,A,74,6.1NRT,284.16,77.66,D
46.56096,-98.25636,304.13,3.34,1.72,2023-12-07,1904,A,58,6.1NRT,281.53,46.68,D
47.54089,-96.97797,307.94,2.66,1.57,2023-12-07,1904,A,66,6.1NRT,283.69,40.23,D
47.53259,-97.01091,320.29,2.68,1.57,2023-12-07,1904,A,80,6.1NRT,284.11,82.58,D
47.53259,-96.98078,325.07,2.66,1.57,2023-12-07,1904,A,83,6.1NRT,284.59,105.12,D
47.52411,-97.01361,318.73,2.68,1.57,2023-12-07,1904,A,79,6.1NRT,284.77,78.76,D
47.93896,-98.25813,308.57,3,1.65,2023-12-07,1904,A,67,6.1NRT,275.36,61.07,D
47.92905,-98.29532,307,3.02,1.65,2023-12-07,1904,A,65,6.1NRT,274.48,56.21,D
48.40398,-99.30997,325.68,3.26,1.71,2023-12-07,1904,A,84,6.1NRT,281.36,142.03,D
48.39296,-99.35053,323.68,3.28,1.71,2023-12-07,1904,A,83,6.1NRT,282.05,130.88,D
48.40127,-99.31213,328.37,3.26,1.71,2023-12-07,1904,A,86,6.1NRT,281.45,165.14,D
48.39006,-99.35255,318.55,3.28,1.71,2023-12-07,1904,A,79,6.1NRT,282.04,107.53,D
